n_image,hex0,L0,U0,V0,size0,hex1,L1,U1,V1,size1,hex2,L2,U2,V2,size2,hex3,L3,U3,V3,size3,hex4,L4,U4,V4,size4
0044,#a1accd,70.51753393041706,-7.537595157351691,-28.36772942695267,0.2040231615285806,#858177,54.04721548931968,2.9157815024333273,8.11999956263595,0.04038314868336545,#90a9dc,69.09167458955659,-14.621539411828195,-45.51812514496972,0.12233210902376365,#b0b7d3,74.69856828985795,-5.29530915506357,-23.57510208235239,0.47455844572896594,#c0c5d9,79.69826037760839,-3.8371368159488846,-16.644363576231697,0.15870313503532435
0045,#6e88c2,56.89744365335969,-14.584048794902827,-51.80032937301323,0.3842370142903019,#b9bbb4,75.54467983531117,-0.7535381090161506,5.1832972525248255,0.3027115446371227,#8b95b7,61.99993229879328,-7.01830099228017,-29.2117597131775,0.22071240767501607,#413b44,25.77051920885664,2.5707185965206327,-5.811017830286762,0.04893073619139371,#244377,28.697469863227084,-12.074229940521787,-43.68390230934882,0.0434082972061657
0046,#95a2ac,65.91067602312457,-7.534384679109349,-9.60034988644393,0.19237967646114323,#424d5f,32.46288567512168,-6.101442832559208,-15.369408130711673,0.31988599871547846,#8193b1,60.52349357835335,-10.640882447592361,-26.89229924020038,0.11624969894026975,#6a7871,49.11696806165878,-7.29525292537791,3.8459821498940965,0.2139039418754014,#b2bbaa,74.76672363371274,-4.239501100608004,12.012123864471205,0.15758068400770714
0047,#8ab0c5,69.81313227651727,-19.714924411590253,-21.558930192474033,0.24823679351316635,#3e3b45,25.50828198810369,0.9546260727992217,-6.936061889200096,0.2093278339755941,#e1e0d8,89.05314462079362,1.0168942588256673,6.263166754750914,0.2826725072254335,#bb385b,44.44758065820744,89.25149941831066,1.7524261252881497,0.013040903982016698,#6795b8,59.74243199499908,-22.229555079281305,-34.36056518448436,0.24672196130378934
0048,#9b9574,61.4158796553928,5.485599944003621,24.767642841953396,0.2354317196531792,#bdccdc,81.38571747282703,-8.864928009961224,-14.628343601947597,0.32431207851637767,#333a3e,23.926602375502533,-3.507205593344447,-3.6133156626747893,0.1902486753371869,#5687bd,55.05143810807364,-22.35785955842658,-50.91175335038045,0.17239984746307,#b3503e,46.53892430598511,75.66190255372213,25.134384899700482,0.07760767903018626
0049,#81c5ea,76.39868326124042,-31.728986494561653,-38.08140161632508,0.41422005459216443,#5a413a,30.05902655426417,15.81646539556439,7.903438378282498,0.1819203596660244,#efece3,93.40175938391,2.2168336437162206,7.240078262637011,0.2615767501605652,#e29664,68.68127486152797,57.52510907137661,41.727718902351306,0.021148944283879256,#bad4e4,83.50903102953703,-14.364531496605562,-15.916150434237043,0.12113389129736674
0050,#d8d1bc,83.87769790309311,5.310549975944862,16.682955266217647,0.2824045640655106,#6b5f48,40.86151132402086,8.728033842445623,17.55805381459474,0.21134643946692358,#d6cd83,81.61920209678898,9.47280782774095,51.327342472230924,0.22953094894026976,#ae8868,59.53223153701654,27.25176044833574,27.11955810031364,0.16550557964033397,#5c7c7c,49.67208796743249,-16.015915832101854,-3.4639876135852155,0.11121246788696211
0051,#3b3f35,25.986264784772857,-1.6311649690772307,6.489264267732079,0.20395090719332049,#d19f7d,69.35077373892604,35.619461233131126,30.14818616558502,0.2735860228002569,#535866,37.440438769441705,-3.321220109131175,-11.628767671216373,0.3498233782915864,#b5b1a5,72.21832743686542,3.019094874451298,9.68959422731307,0.130629816955684,#86ad61,66.38068143332782,-19.46355573657192,48.46534090287461,0.042009874759152216
0052,#3e4936,29.552089011324533,-5.051604551329743,12.078989973376373,0.5252177665382145,#748b58,54.951225843455106,-11.178137405148991,33.690014526617176,0.2553111954078356,#d4af89,73.84571727590509,26.34912082945749,31.50258521824487,0.02232859666024406,#b0b7ab,73.56969916418933,-3.3408575251074963,8.449097755922361,0.09332349871547849,#57656a,41.804552615654906,-7.4940296374254745,-5.557207037432532,0.10381894267822736
0053,#7e9d8e,62.08505654576899,-15.876418958377599,8.362683410032762,0.24316644588953115,#7a6351,43.734976015302514,15.726502207448554,15.642678554424567,0.2011896877007065,#494a48,31.305155953003094,-0.43239252967998487,1.3549792022887972,0.30976236351958897,#bea884,69.9081287744721,16.024993198081518,28.574789204260455,0.2201328676942839,#3f99c2,59.646795867752246,-34.51607871526936,-43.083762995687785,0.025748635195889533
0054,#5b4c33,33.20485305777706,10.75705946523915,18.11014705349729,0.25644468529222864,#383025,20.394022792517184,4.867523918405249,7.640470196661709,0.24048701429030186,#bb6f6e,55.13489242912172,52.4382373287904,11.945858639137771,0.09531751766217084,#c2a580,69.4259715971754,20.881072868793566,29.891332521521328,0.23073719492614,#a5abb4,69.76783240717674,-3.8039536818018918,-7.917274877224163,0.17701358782915863
0055,#92684f,47.722267805521305,30.09084054724509,22.37554335894741,0.09764270231213873,#3f445d,29.36510613946181,-3.615768123330319,-19.951264776894728,0.41007044797687864,#48242a,19.252995461926865,20.208068807716106,1.1111372738101184,0.11755930876685934,#63a1cf,63.87346429112425,-27.944659810806982,-45.3762624465696,0.11382466281310212,#64665e,42.79368781102149,-0.7036929710976919,5.825726482093278,0.2609028781310212
0056,#9da485,66.06852455546733,-2.522934291043988,22.34360012941405,0.04038866811175337,#3d352a,22.673006522901233,4.983792702762535,7.922904223009919,0.17554592164418753,#ce9e74,68.63352790397508,34.990148770398946,34.77765229895698,0.417330503371869,#846547,45.176453037894525,22.490697042318434,23.965388499715086,0.16014771997430957,#bebfd2,77.79332035163341,-1.6373701327159387,-15.324404280639717,0.20658718689788053
0057,#332b28,18.297854192730206,4.195064789180671,2.715077772986998,0.4188092084136159,#763f3e,33.4670883979181,37.05807273687919,8.578509633203113,0.08108040301862557,#897a5d,51.868885755706444,11.119840877942682,22.487916959514454,0.24517501605651895,#db4b48,52.467420703274655,110.00709845189063,25.030541262993044,0.046386781470777134,#515e5a,38.71276423471598,-6.671191288965313,1.616565476774213,0.20854859104046242
0058,#302a28,17.633721899172826,3.039540136079626,1.864152732972433,0.5931353363840719,#623933,28.804577217134117,27.029001125230856,9.325860462105382,0.16427625240847785,#c2584e,50.68788414662107,79.53631170033619,22.363739939868573,0.0507526493256262,#716241,42.197224982493175,11.412581081590965,23.987692828039474,0.10667549775208734,#944f43,41.67958710796172,49.96549798283458,17.577797139535562,0.08516026412973668
0059,#5f5242,35.715225140860255,8.825701147519117,12.750435676382276,0.11911829640333976,#c65c47,51.9690233709254,81.36927534843961,28.08101701269312,0.1908247029543995,#763f38,33.334328832125784,38.097473563994654,12.185884427088636,0.27811044877970453,#edcfa4,84.6440337280247,21.47084983962897,34.3383447026477,0.06417439386640976,#312426,15.771780218066187,6.211608149327528,0.1990792938757237,0.3477721579961464
0060,#2b2d2f,18.345512459047846,-1.0043283283104785,-1.5154628262932677,0.04783939466923571,#72838b,53.67921297554824,-9.335932374956966,-8.430478521226416,0.16845094733461785,#8f8679,56.35760094467469,6.1478276488181,10.937523151583436,0.07458403580603726,#3f444c,28.675916241032084,-2.8848239485038247,-6.5718407766214035,0.1718970777135517,#231a1f,10.520918125141996,3.2930030456746544,-1.7476849227486058,0.5372285444765574
0061,#483b31,25.943840695980988,8.080020618776157,8.1313721751203,0.23094492614001286,#b7914b,62.36130610191192,30.16424891996005,47.7197412511512,0.08595154945407836,#796944,45.06146297833672,12.36458480108173,26.7316553129249,0.1438764450867052,#86423d,36.56013069857512,48.13164388463201,13.147604496080927,0.030681498876043673,#2e2828,16.756060973943335,2.8602106855243634,0.6145224713404418,0.5085455804431599
0062,#a72d30,38.387987603798315,90.51689796820405,18.39321012411672,0.0796021997430957,#3b3029,20.84253671997891,6.343897066376016,5.632706437275973,0.6394669235709698,#b5a07c,66.84046827872842,15.422529364582585,28.363081782084528,0.055375923249839434,#697ea0,52.35632095129418,-11.813713263999569,-30.667533997919545,0.048093288375080284,#afbca8,74.766453903721,-6.353925032427595,13.84452525920275,0.17746166506101477
0063,#653f37,30.873348342884633,25.203658453446064,10.262212659364975,0.15808646435452794,#3f3534,23.172463085680185,5.430725454730759,1.822265867666703,0.5584136159280668,#cd9a6e,67.43979750119428,37.52436247807229,36.13069291957721,0.04962217003853565,#924f40,41.3334252166565,48.84758414587867,18.963825797710456,0.052801862556197815,#72615d,42.638382918749855,10.482120803100154,5.1406559476149845,0.1810758871226718
0064,#1f1e1e,11.37021889104049,0.39022261885788284,0.08238838302110685,0.25656460741811177,#47372e,24.54257089656229,9.798621983014165,7.7072450636830645,0.6852059248554914,#cac3a9,78.72434782738279,5.635747738737812,20.30099641824388,0.03831888246628131,#e17e85,63.85596441742142,68.1380920459121,10.264617429656306,0.009728745183044316,#76cc86,75.29999364704538,-40.914504274854664,43.74990536046222,0.010181840077071291
0065,#cdcab0,80.9357489075865,3.2034685714111295,19.883814045151485,0.24692367132305715,#654f3e,35.413328290103216,14.917272815225553,14.286940952167155,0.11276342726396917,#d8c68e,80.14628137145905,14.459421311720021,41.31829832100636,0.2832515454399486,#727d64,50.87929037102559,-5.104861314530887,17.4104359829875,0.16193149887604366,#a78c6c,59.9383382299508,19.398176620706856,26.040837240631596,0.19512985709698139
0066,#a25040,43.930230792069864,61.23083169291373,21.687502858541574,0.021014470937700706,#d2c5a1,79.73196253047024,9.978795873698699,27.909785133957943,0.13962849229287091,#3e3739,23.842461681101362,3.5583329424650127,-0.5873881236303348,0.3019363158317277,#8f7a62,52.554239434888984,14.776125796239727,19.852559438754504,0.33990145311496467,#dcb678,76.08692818832886,28.870147606360202,46.03794767620113,0.19751926782273604
0067,#282320,14.159332181327521,2.4032854123911283,2.1771083396998825,0.4438292790622993,#e0bf97,79.2391746641842,23.489316493444278,32.557739230653034,0.1096630138086063,#93816c,55.058535538446435,12.496672710991772,17.607072319193637,0.22448167549775208,#3d6496,41.70150574787844,-17.126890676286845,-45.67102408958895,0.07096028018625562,#284059,26.27112988676263,-10.255296914911337,-21.637616508513947,0.15106575144508672
